timestamp,zone_id,forecast_kwh,forecast_p90_kwh,actual_kwh,capacity_kw,hist_p90_kwh,exceeds_hist_p90,risk_tier,exceedance_rate,capacity_usage_pct,relative_load
2010-11-25 22:00:00,Z_A,6.190426942621028,6.415966439541046,551.6233093623944,500,811.2043267026411,0,Low,0.0,0.3,0.009
2010-11-25 23:00:00,Z_A,5.994399675109375,6.195607788836717,432.7594246352394,500,811.2043267026411,0,Low,0.0,0.3,0.009
2010-11-26 00:00:00,Z_A,5.568513368817647,5.832757956001334,132.79157287898445,500,811.2043267026411,0,Low,0.0,0.3,0.009
2010-11-26 01:00:00,Z_A,5.547548883769597,5.7711346525751175,122.82882933966486,500,811.2043267026411,0,Low,0.0,0.3,0.009
2010-11-26 02:00:00,Z_A,5.441627927959156,5.652969640610196,124.51891871966694,500,811.2043267026411,0,Low,0.0,0.3,0.009
2010-11-26 03:00:00,Z_A,5.338128085235335,5.546799221206361,131.5352801425747,500,811.2043267026411,0,Low,0.0,0.3,0.009
2010-11-26 04:00:00,Z_A,5.360795127510015,5.5756106070478095,133.39770029221827,500,811.2043267026411,0,Low,0.0,0.3,0.009
2010-11-26 05:00:00,Z_A,5.324124600191145,5.8467669104316915,125.09321914462745,500,811.2043267026411,0,Low,0.0,0.3,0.009
2010-11-26 06:00:00,Z_A,6.050229388619008,6.240347389416637,429.53545318594774,500,811.2043267026411,0,Low,0.0,0.3,0.009
2010-11-26 07:00:00,Z_A,6.942803069588607,7.048688655576637,1266.4418702852688,500,811.2043267026411,0,Low,0.0,0.3,0.009
2010-11-26 08:00:00,Z_A,6.559970131628496,6.644792253048594,886.3288641800812,500,811.2043267026411,0,Low,0.0,0.3,0.009
2010-11-26 09:00:00,Z_A,6.318172049515205,6.58284116083107,798.7674435172269,500,811.2043267026411,0,Low,0.0,0.3,0.009
2010-11-26 10:00:00,Z_A,5.839270667668368,6.54057526608847,594.333374886233,500,811.2043267026411,0,Low,0.0,0.3,0.009
2010-11-26 11:00:00,Z_A,6.17747260831578,6.592950065189004,611.3741618378438,500,811.2043267026411,0,Low,0.0,0.3,0.009
2010-11-26 12:00:00,Z_A,6.365491923503506,6.591463866906909,674.739884547084,500,811.2043267026411,0,Low,0.0,0.3,0.009
2010-11-26 13:00:00,Z_A,6.408234728701232,6.570445059831184,700.1802091608673,500,811.2043267026411,0,Low,0.0,0.3,0.009
2010-11-26 14:00:00,Z_A,6.458042015011883,6.615880230640029,595.8952009899106,500,811.2043267026411,0,Low,0.0,0.3,0.009
2010-11-26 15:00:00,Z_A,6.350178591081976,6.558292980514442,381.8424417386015,500,811.2043267026411,0,Low,0.0,0.3,0.009
2010-11-26 16:00:00,Z_A,6.046825913365151,6.4956422705212,478.1924952473567,500,811.2043267026411,0,Low,0.0,0.3,0.009
2010-11-26 17:00:00,Z_A,5.789819551431192,6.423205117523451,767.1697447776572,500,811.2043267026411,0,Low,0.0,0.3,0.009
2010-11-26 18:00:00,Z_A,6.27944281235808,6.5179193737208285,685.4271730428029,500,811.2043267026411,0,Low,0.0,0.3,0.009
2010-11-26 19:00:00,Z_A,6.3741841393674825,6.491948430097911,737.2343363913466,500,811.2043267026411,0,Low,0.0,0.3,0.009
2010-11-26 20:00:00,Z_A,6.369914941500358,6.627098419547271,526.5196039135635,500,811.2043267026411,0,Low,0.0,0.3,0.009
2010-11-26 21:00:00,Z_A,6.651490689026452,6.74198699416607,20.692462825192514,500,811.2043267026411,0,Low,0.0,0.3,0.009
2010-11-25 22:00:00,Z_B,6.00150179292376,6.25144190197646,465.3224930742712,450,700.2539912874217,0,Low,0.0,0.3,0.01
2010-11-25 23:00:00,Z_B,5.686226059255622,6.102629207445381,345.4949726130201,450,700.2539912874217,0,Low,0.0,0.3,0.01
2010-11-26 00:00:00,Z_B,5.36722543131219,5.554754620585587,109.23373825397002,450,700.2539912874217,0,Low,0.0,0.3,0.01
2010-11-26 01:00:00,Z_B,5.214148470411631,5.256370481750672,100.9803534602075,450,700.2539912874217,0,Low,0.0,0.3,0.01
2010-11-26 02:00:00,Z_B,5.235826009412921,5.461129181913501,100.28128384042772,450,700.2539912874217,0,Low,0.0,0.3,0.01
2010-11-26 03:00:00,Z_B,5.106413530401045,5.272039887963707,109.85968689781484,450,700.2539912874217,0,Low,0.0,0.3,0.01
2010-11-26 04:00:00,Z_B,5.1757115169145385,5.446900415080956,114.77076614862833,450,700.2539912874217,0,Low,0.0,0.3,0.01
2010-11-26 05:00:00,Z_B,5.084652581708123,5.732262500591976,99.54854532628555,450,700.2539912874217,0,Low,0.0,0.3,0.01
2010-11-26 06:00:00,Z_B,5.981972079879929,6.118630503121603,380.4293064586895,450,700.2539912874217,0,Low,0.0,0.3,0.01
2010-11-26 07:00:00,Z_B,6.77254124961981,6.788745862258839,1053.2121883390348,450,700.2539912874217,0,Low,0.0,0.3,0.01
2010-11-26 08:00:00,Z_B,6.399798030722015,6.5105187004267595,750.5537857509293,450,700.2539912874217,0,Low,0.0,0.3,0.01
2010-11-26 09:00:00,Z_B,6.152098962520108,6.475723958801713,669.0496613158538,450,700.2539912874217,0,Low,0.0,0.3,0.01
2010-11-26 10:00:00,Z_B,5.856431602556436,6.503217102739368,501.8215042510455,450,700.2539912874217,0,Low,0.0,0.3,0.01
2010-11-26 11:00:00,Z_B,6.005623604096088,6.496885936738261,494.39468202581924,450,700.2539912874217,0,Low,0.0,0.3,0.01
2010-11-26 12:00:00,Z_B,6.247688377456903,6.548129578125178,526.9293408778607,450,700.2539912874217,0,Low,0.0,0.3,0.01
2010-11-26 13:00:00,Z_B,6.152126634209659,6.572584996967132,609.0784590482988,450,700.2539912874217,0,Low,0.0,0.3,0.01
2010-11-26 14:00:00,Z_B,6.202570637925572,6.632204547790724,513.7673095925624,450,700.2539912874217,0,Low,0.0,0.3,0.01
2010-11-26 15:00:00,Z_B,6.016482263506272,6.5734060028249734,323.3480147572397,450,700.2539912874217,0,Low,0.0,0.3,0.01
2010-11-26 16:00:00,Z_B,5.801410101879883,6.424884041696674,413.60898335627223,450,700.2539912874217,0,Low,0.0,0.3,0.01
2010-11-26 17:00:00,Z_B,5.412744126751236,6.425342824451109,601.9399996159298,450,700.2539912874217,0,Low,0.0,0.3,0.01
2010-11-26 18:00:00,Z_B,5.950518098657014,6.446963401023155,570.4992196728119,450,700.2539912874217,0,Low,0.0,0.3,0.01
2010-11-26 19:00:00,Z_B,6.1846882132535415,6.471139313469159,595.4804992111119,450,700.2539912874217,0,Low,0.0,0.3,0.01
2010-11-26 20:00:00,Z_B,6.251836807938584,6.639873436376309,409.7891443000251,450,700.2539912874217,0,Low,0.0,0.3,0.01
2010-11-26 21:00:00,Z_B,6.4340572441072545,6.626588549257307,15.467977354351362,450,700.2539912874217,0,Low,0.0,0.3,0.01
2010-11-25 22:00:00,Z_C,6.634377571143051,6.932288511383961,757.8443361142017,600,1166.1977573170734,0,Low,0.0,0.2,0.006
2010-11-25 23:00:00,Z_C,6.327723455437336,6.526510633222053,552.5924266340066,600,1166.1977573170734,0,Low,0.0,0.2,0.006
2010-11-26 00:00:00,Z_C,5.88625447839259,6.346502701587567,175.55706654154923,600,1166.1977573170734,0,Low,0.0,0.2,0.006
2010-11-26 01:00:00,Z_C,5.971322277339751,6.3861927220766805,169.3548469713953,600,1166.1977573170734,0,Low,0.0,0.2,0.006
2010-11-26 02:00:00,Z_C,6.18799291646641,6.667420657595924,164.46102118815435,600,1166.1977573170734,0,Low,0.0,0.2,0.006
2010-11-26 03:00:00,Z_C,5.941241101036432,6.637261584127216,174.8507753233151,600,1166.1977573170734,0,Low,0.0,0.2,0.006
2010-11-26 04:00:00,Z_C,5.93072260174632,6.626107600549042,224.57725441887,600,1166.1977573170734,0,Low,0.0,0.2,0.006
2010-11-26 05:00:00,Z_C,6.035545932219671,6.677671490286079,319.18887700865787,600,1166.1977573170734,0,Low,0.0,0.2,0.006
2010-11-26 06:00:00,Z_C,6.57289578302492,6.76722767089541,611.8552687594388,600,1166.1977573170734,0,Low,0.0,0.2,0.006
2010-11-26 07:00:00,Z_C,7.283189110865794,7.287347981843518,1695.362244783141,600,1166.1977573170734,0,Low,0.0,0.2,0.006
2010-11-26 08:00:00,Z_C,6.953603169529199,7.063641841030569,1203.2192053463941,600,1166.1977573170734,0,Low,0.0,0.2,0.006
2010-11-26 09:00:00,Z_C,6.706633557085599,7.05695942082846,1130.6772492623213,600,1166.1977573170734,0,Low,0.0,0.2,0.006
2010-11-26 10:00:00,Z_C,6.3998568905086195,7.063136887891525,805.1395887270407,600,1166.1977573170734,0,Low,0.0,0.2,0.006
2010-11-26 11:00:00,Z_C,6.421190786834347,7.125302533574186,778.1158649051001,600,1166.1977573170734,0,Low,0.0,0.2,0.006
2010-11-26 12:00:00,Z_C,6.557522818644654,7.131088203163944,879.060945772505,600,1166.1977573170734,0,Low,0.0,0.2,0.006
2010-11-26 13:00:00,Z_C,6.59870897774347,7.050365888457996,985.6914027951719,600,1166.1977573170734,0,Low,0.0,0.2,0.006
2010-11-26 14:00:00,Z_C,6.71748865619673,7.095172637492638,794.0214480156559,600,1166.1977573170734,0,Low,0.0,0.2,0.006
2010-11-26 15:00:00,Z_C,6.508400141799775,6.961305636073436,500.02070622854256,600,1166.1977573170734,0,Low,0.0,0.2,0.006
2010-11-26 16:00:00,Z_C,6.210285613951304,6.9496146190457715,645.3356456962116,600,1166.1977573170734,0,Low,0.0,0.2,0.006
2010-11-26 17:00:00,Z_C,6.219927140150984,7.0131886382677635,1043.5525798027074,600,1166.1977573170734,0,Low,0.0,0.2,0.006
2010-11-26 18:00:00,Z_C,6.54463213225601,7.025647945069422,917.5249991713304,600,1166.1977573170734,0,Low,0.0,0.2,0.006
2010-11-26 19:00:00,Z_C,6.766673687647285,7.0103036381269215,986.0499148785618,600,1166.1977573170734,0,Low,0.0,0.2,0.006
2010-11-26 20:00:00,Z_C,6.677816928893143,7.029545424807401,715.6089300392584,600,1166.1977573170734,0,Low,0.0,0.2,0.006
2010-11-26 21:00:00,Z_C,6.768764148117953,7.060306159624154,30.468171857299538,600,1166.1977573170734,0,Low,0.0,0.2,0.006
2010-11-25 22:00:00,Z_D,6.00828669436724,6.375269091411477,514.4433407306445,520,804.3252369565919,0,Low,0.0,0.3,0.009
2010-11-25 23:00:00,Z_D,5.880661321031848,6.140582383215275,410.457987117137,520,804.3252369565919,0,Low,0.0,0.3,0.009
2010-11-26 00:00:00,Z_D,5.548463352147606,5.785667990042572,121.26676643657467,520,804.3252369565919,0,Low,0.0,0.3,0.009
2010-11-26 01:00:00,Z_D,5.401373874303282,5.5590789035067525,118.54417397447156,520,804.3252369565919,0,Low,0.0,0.3,0.009
2010-11-26 02:00:00,Z_D,5.406121501855261,5.730480429402656,114.54324927635413,520,804.3252369565919,0,Low,0.0,0.3,0.009
2010-11-26 03:00:00,Z_D,5.32152497066942,5.425510685072381,123.95211891551219,520,804.3252369565919,0,Low,0.0,0.3,0.009
2010-11-26 04:00:00,Z_D,5.38761482248715,5.618311517735938,131.68532984308223,520,804.3252369565919,0,Low,0.0,0.3,0.009
