timestamp,zone_id,forecast_kwh,forecast_p90_kwh,actual_kwh,capacity_kw,hist_p90_kwh,exceeds_hist_p90,risk_tier,exceedance_rate,capacity_usage_pct,relative_load
2026-01-29 00:00:00,Z01,1.5078101968084656,1.5523060483944513,3.4724,850,30.79354,0,Low,0.0,7.8,0.118
2026-01-29 01:00:00,Z01,1.5384443927043345,1.7572420568308849,3.4757000000000002,850,30.79354,0,Low,0.0,7.8,0.118
2026-01-29 02:00:00,Z01,1.7072598042470213,1.7598718464920156,5.1538,850,30.79354,0,Low,0.0,7.8,0.118
2026-01-29 03:00:00,Z01,1.6654565747803807,1.7754233143679008,4.13,850,30.79354,0,Low,0.0,7.8,0.118
2026-01-29 04:00:00,Z01,1.7674394427683595,1.9890123637709574,6.1735999999999995,850,30.79354,0,Low,0.0,7.8,0.118
2026-01-29 05:00:00,Z01,2.117336982493374,2.2179233142963777,7.7303,850,30.79354,0,Low,0.0,7.8,0.118
2026-01-29 06:00:00,Z01,2.782289972611461,2.7881991603643295,15.597,850,30.79354,0,Low,0.0,7.8,0.118
2026-01-29 07:00:00,Z01,3.13061222343798,3.1630856536100227,21.969,850,30.79354,0,Low,0.0,7.8,0.118
2026-01-29 08:00:00,Z01,2.895571196223537,2.941366303360065,18.053,850,30.79354,0,Low,0.0,7.8,0.118
2026-01-29 09:00:00,Z01,2.320968093193536,2.335273490113267,9.4497,850,30.79354,0,Low,0.0,7.8,0.118
2026-01-29 10:00:00,Z01,1.6990435420186887,1.7547640205326307,4.7348,850,30.79354,0,Low,0.0,7.8,0.118
2026-01-29 11:00:00,Z01,1.5080550879836878,1.5251205294351717,3.6318,850,30.79354,0,Low,0.0,7.8,0.118
2026-01-29 12:00:00,Z01,2.248567048840748,2.276708011853136,8.738199999999999,850,30.79354,0,Low,0.0,7.8,0.118
2026-01-29 13:00:00,Z01,2.2623367340353764,2.284212274143172,8.7899,850,30.79354,0,Low,0.0,7.8,0.118
2026-01-29 14:00:00,Z01,2.3335052646427474,2.3395055107615224,9.4457,850,30.79354,0,Low,0.0,7.8,0.118
2026-01-29 15:00:00,Z01,2.5050369190515167,2.499461779161165,11.2103,850,30.79354,0,Low,0.0,7.8,0.118
2026-01-29 16:00:00,Z01,2.5495280382536696,2.538028085819857,11.7991,850,30.79354,0,Low,0.0,7.8,0.118
2026-01-29 17:00:00,Z01,2.936103059182482,2.9221488422842383,18.0736,850,30.79354,0,Low,0.0,7.8,0.118
2026-01-29 18:00:00,Z01,3.371589340414677,3.371467166970355,28.6268,850,30.79354,0,Low,0.0,7.8,0.118
2026-01-29 19:00:00,Z01,3.6149747401466747,3.616349494160248,36.224,850,30.79354,0,Low,0.0,7.8,0.118
2026-01-29 20:00:00,Z01,3.64289852675118,3.635944427150186,37.5202,850,30.79354,0,Low,0.0,7.8,0.118
2026-01-29 21:00:00,Z01,3.44192276090717,3.4539878708281413,30.7116,850,30.79354,0,Low,0.0,7.8,0.118
2026-01-29 22:00:00,Z01,3.065044646415386,3.0678335269558192,20.6083,850,30.79354,0,Low,0.0,7.8,0.118
2026-01-29 23:00:00,Z01,2.5433464048283483,2.5828582621890726,11.9986,850,30.79354,0,Low,0.0,7.8,0.118
2026-01-28 00:00:00,Z02,1.5223715079145217,1.5165144156489963,3.5786,1400,34.22571,0,Low,0.0,7.4,0.108
2026-01-28 01:00:00,Z02,1.5513258454161922,1.542626021737261,3.5835,1400,34.22571,0,Low,0.0,7.4,0.108
2026-01-28 02:00:00,Z02,1.5223491980868702,1.6268991673438664,3.6158,1400,34.22571,0,Low,0.0,7.4,0.108
2026-01-28 03:00:00,Z02,1.5371456249546764,1.6010901212089352,4.1562,1400,34.22571,0,Low,0.0,7.4,0.108
2026-01-28 04:00:00,Z02,1.5481542312399936,1.5869475201250853,5.2327,1400,34.22571,0,Low,0.0,7.4,0.108
2026-01-28 05:00:00,Z02,1.542084378504736,1.4767409758376242,4.1825,1400,34.22571,0,Low,0.0,7.4,0.108
2026-01-28 06:00:00,Z02,1.5316456010148787,1.487905618099865,3.5554,1400,34.22571,0,Low,0.0,7.4,0.108
2026-01-28 07:00:00,Z02,2.8701312621555766,2.8726695180612256,16.9572,1400,34.22571,0,Low,0.0,7.4,0.108
2026-01-28 08:00:00,Z02,3.2685553443228987,3.2729440591657677,25.4092,1400,34.22571,0,Low,0.0,7.4,0.108
2026-01-28 09:00:00,Z02,3.4642036828743126,3.5069160534702983,31.2426,1400,34.22571,0,Low,0.0,7.4,0.108
